Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
119148091,109,1,41662.0,592.0,592.0,110.0,382.2201834862387,201.8641988417959,592.0,592.0,592.0,0.0,354.6343012747053,0.9232208344823588,1093101.752293578,1146726.8236725566,4116003.0,99997.0,116986363.0,1083207.0648148148,1147388.600656309,4116003.0,99997.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,872,8,0.9148279178052464,0.0083929166771123,110.0,592.0,386.00000000000006,201.9752009979984,40793.98181818184,0,0,0,0,0,0,0,0,0.0,389.5090909090909,382.2201834862385,592.0,0,0,0,0,0,0,109,41662,1,592,-1,-1,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scan
114206014,59,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5253663786917562,1935695.1525423727,3283312.812663946,12013908.0,0.0,114206014.0,1969069.206896552,3301878.194321597,12013908.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.5166102723802268,0.0087561063115292,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,59,0,1,0,-1,-1,0,0,3526417.777777778,2362769.0382442577,6036746.0,640.0,8246825.4,2357006.78742266,12013908.0,6001671.0,Scan
119999273,49,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4166691909875153,2448964.755102041,7673369.387727088,27936043.0,305.0,119992451.0,2499842.729166667,7746214.422037155,27936043.0,305.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.4083358071677651,0.0083333838197503,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,49,0,1,0,-1,-1,0,0,2108153.0,51818.34691175189,2182111.0,2071925.0,27891028.25,35844.85639879169,27936043.0,27848381.0,Scan
118517971,47,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4050018709820808,2521658.957446809,11604838.284412624,78310012.0,1260.0,118483011.0,2575717.6304347822,11727087.726558777,78310012.0,1260.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.3965643320032875,0.0084375389787933,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,47,0,1,0,-1,-1,0,0,570476.2,1202710.6299682811,2721788.0,19743.0,23131805.8,30867674.396632228,78310012.0,7313599.0,Scan
60592584,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2640587171525809,4039505.599999999,15355888.893455029,59544406.0,1125.0,60587106.0,4327650.428571429,15893420.91521152,59544406.0,1125.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.2475550473305446,0.0165036698220363,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,15,0,1,0,-1,-1,0,0,515483.0,0.0,515483.0,515483.0,59544406.0,0.0,59544406.0,59544406.0,Scan
108165995,13,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1294306958485428,8320461.153846154,9352345.23640491,18048207.0,0.0,108158174.0,9013181.166666668,9413423.773476548,18048207.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.1201856461450754,0.0092450497034673,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,13,0,1,0,-1,-1,0,0,2119.6,3213.025101053523,7821.0,298.0,18025841.833333336,16672.94831056194,18048207.0,18008873.0,Scan
1147,1,2,40.0,80.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,104620.7497820401,2615.518744551003,573.5,795.4951288348659,1136.0,11.0,0.0,0.0,0.0,0.0,0.0,1147.0,1147.0,0.0,1147.0,1147.0,0,0,0,0,8,16,871.8395815170009,1743.6791630340017,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,53.333333333333336,40.0,40.0,0,0,0,0,0,0,1,40,2,80,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scan
118872273,105,1,37441.0,592.0,592.0,110.0,356.58095238095245,205.92160480631293,592.0,592.0,592.0,0.0,319.9484542539201,0.8917134107463395,1132116.8857142853,1313043.3881163795,7067377.0,92208.0,116870198.0,1123751.9038461535,1316587.6803292325,7067377.0,92208.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,840,8,0.8833010200789211,0.0084123906674182,110.0,592.0,360.9813084112151,206.46983339015577,42629.79210015869,0,0,0,0,0,0,0,0,0.0,364.3867924528302,356.5809523809524,592.0,0,0,0,0,0,0,105,37441,1,592,-1,-1,105,0,2002075.0,0.0,2002075.0,2002075.0,7067377.0,0.0,7067377.0,7067377.0,Scan
2256,1,2,40.0,80.0,40.0,40.0,40.0,0.0,40.0,40.0,40.0,0.0,53191.48936170212,1329.787234042553,1128.0,1579.6765491707472,2245.0,11.0,0.0,0.0,0.0,0.0,0.0,2256.0,2256.0,0.0,2256.0,2256.0,0,0,0,0,8,16,443.2624113475177,886.5248226950354,40.0,40.0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,2.0,53.333333333333336,40.0,40.0,0,0,0,0,0,0,1,40,2,80,-1,-1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Scan
119997481,88,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7416822358129335,1363607.7386363635,2829101.692988529,11145209.0,0.0,119994382.0,1379245.770114943,2841674.428924214,11145209.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7333487275453724,0.008333508267561,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,88,0,1,0,-1,-1,0,0,2930705.6,3604422.725438976,10965201.0,614.0,7895392.272727273,2198513.1356465025,11145209.0,5068055.0,Scan
